GENE_NAME	mr88	mr89	mr90	mr91
MRPS18C	101	105	93	71
FAM175A	57	46	38	44
GPAT3	4	2	6	5
LOC101928978	1	0	0	0
NKX6-1	3	3	5	5
CDS1	305	352	429	442
WDFY3	699	741	716	707
WDFY3-AS2	19	13	24	14
ARHGAP24	0	4	1	0
MIR4451	0	0	0	0
MAPK10	16	10	8	5
LOC101929064	0	0	0	0
MIR4452	0	0	0	0
PTPN13	311	363	472	464
SLC10A6	0	1	1	5
C4orf36	5	4	0	1
LOC100506746	57	41	36	34
AFF1	861	900	922	864
KLHL8	298	344	284	270
MIR5705	0	0	0	0
HSD17B13	1	1	1	1
HSD17B11	99	134	74	71
NUDT9	512	554	481	545
SPARCL1	9	11	4	8
DSPP	0	0	0	0
DMP1	0	0	0	0
IBSP	0	0	0	0
MEPE	0	0	0	0
SPP1	0	0	0	0
PKD2	170	148	116	125
ABCG2	0	1	1	3
PPM1K	474	445	390	361
HERC6	86	88	65	59
HERC5	66	74	34	52
PYURF	0	0	0	0
PIGY	0	0	0	0
HERC3	2711	3054	2699	2795
RNU6-33P	0	0	0	0
NAP1L5	0	4	5	6
FAM13A-AS1	101	84	86	91
FAM13A	359	379	219	244
TIGD2	135	151	127	96
GPRIN3	0	0	0	0
SNCA	2	2	1	1
SNCA-AS1	0	0	0	0
MMRN1	1	0	0	0
CCSER1	1	1	0	0
LOC101929194	0	0	0	0
GRID2	1	0	1	5
ATOH1	0	1	0	0
LOC101929210	3	0	0	0
SMARCAD1	517	550	409	410
HPGDS	1	0	1	2
PDLIM5	2468	2661	2584	2646
BMPR1B-AS1	23	22	18	28
BMPR1B	949	1047	905	1035
UNC5C	34	26	22	20
PDHA2	0	0	1	0
RNU6-34P	0	0	0	0
STPG2-AS1	0	0	0	0
STPG2	0	0	0	1
RAP1GDS1	213	237	232	224
TSPAN5	36	29	16	24
EIF4E	167	190	147	144
METAP1	572	536	327	332
MIR3684	0	0	0	0
ADH5	519	530	333	314
LOC100507053	22	25	15	12
ADH4	0	0	0	0
PCNAP1	0	0	0	0
ADH6	1	1	1	1
ADH1A	1	1	0	1
ADH1B	2	1	0	0
ADH1C	41	29	18	11
ADH7	0	0	0	0
C4orf17	0	0	0	0
TRMT10A	187	187	162	139
MTTP	0	2	3	2
DAPP1	2	3	3	6
LAMTOR3	356	414	371	371
DNAJB14	571	685	663	633
H2AFZ	4007	4416	3802	3875
LOC256880	0	5	2	4
DDIT4L	16	11	9	7
LOC101929353	0	0	0	0
EMCN	0	1	3	4
LINC01216	0	0	0	0
PPP3CA	7398	7863	9483	9908
MIR8066	0	0	0	0
MIR1255A	0	0	0	0
FLJ20021	383	471	640	619
BANK1	131	142	152	155
SLC39A8	606	620	877	902
NFKB1	279	309	271	292
MANBA	180	210	248	225
LOC102723704	3	1	1	1
UBE2D3	1426	1527	1353	1345
LOC105377348	17	13	9	8
CISD2	121	142	132	129
SLC9B1	5	0	5	8
SLC9B2	82	79	106	138
BDH2	31	34	37	44
CENPE	342	417	169	184
LOC101929448	0	0	0	0
TACR3	0	0	0	0
CXXC4	0	0	0	1
LOC101929468	0	3	0	0
TET2	243	289	182	189
TET2-AS1	1	1	0	0
PPA2	520	596	605	624
ARHGEF38	35	44	41	60
ARHGEF38-IT1	1	5	1	1
INTS12	200	277	143	191
GSTCD	205	245	95	113
LOC101929529	0	0	0	0
NPNT	11	23	3	10
LOC101929577	0	1	0	0
TBCK	151	172	204	195
AIMP1	411	425	348	440
GIMD1	0	0	0	0
DKK2	0	0	0	0
PAPSS1	792	825	437	451
SGMS2	182	162	178	176
LOC101929595	4	1	2	1
CYP2U1	672	670	269	304
HADH	879	929	588	548
LEF1	11	9	6	6
LEF1-AS1	1	0	1	0
RPL34-AS1	0	1	2	1
RPL34	2126	2336	1873	1954
OSTC	533	592	451	496
ETNPPL	0	0	3	0
COL25A1	0	0	0	0
SEC24B-AS1	5	7	4	7
SEC24B	647	771	714	724
MIR576	0	0	0	0
CCDC109B	2	7	2	1
CASP6	51	59	45	53
PLA2G12A	584	673	807	815
CFI	0	0	0	0
GAR1	141	165	107	77
RRH	2	3	0	0
LRIT3	1	2	0	3
EGF	117	135	241	241
RNU6-35P	0	1	0	0
ELOVL6	224	233	268	291
ENPEP	1	0	0	0
PITX2	1	2	1	0
MIR297	0	0	0	0
C4orf32	77	76	82	97
AP1AR	333	371	191	199
TIFA	89	87	51	72
ALPK1	55	68	82	90
NEUROG2	0	0	0	0
ZGRF1	75	75	26	56
LARP7	307	317	240	247
MIR367	0	0	0	0
MIR302D	0	0	0	0
MIR302A	0	0	0	0
MIR302C	0	0	0	0
MIR302B	0	0	0	0
ANK2	0	1	1	1
MIR1243	0	0	0	0
MIR8082	0	0	0	0
CAMK2D	109	112	341	329
ARSJ	2	1	2	1
UGT8	8	2	3	3
MIR577	0	0	0	0
NDST4	0	0	1	0
MIR1973	0	0	0	0
TRAM1L1	96	77	82	70
LINC01378	0	0	0	0
NDST3	0	0	0	1
SNHG8	429	462	425	438
SNORA24	7	5	13	12
PRSS12	2	0	1	1
CEP170P1	1	1	0	0
LOC729218	56	70	62	53
LOC101929741	2	1	1	0
METTL14	154	120	107	111
SEC24D	707	777	899	867
SYNPO2	3	4	2	1
MYOZ2	0	0	1	1
LOC101929762	0	0	1	0
USP53	153	144	156	136
C4orf3	1236	1402	1425	1640
FABP2	0	2	0	1
LINC01061	44	57	45	55
LOC645513	22	24	18	12
PDE5A	8	9	13	9
LINC01365	0	0	0	0
LOC100996694	0	0	0	0
MAD2L1	242	279	112	105
PRDM5	0	0	0	1
NDNF	0	0	0	0
TNIP3	0	0	0	0
QRFPR	0	0	0	0
ANXA5	1026	1117	1381	1465
TMEM155	0	0	1	0
PP12613	0	0	0	0
EXOSC9	133	161	125	119
CCNA2	227	242	95	95
BBS7	243	203	181	188
TRPC3	0	0	2	1
KIAA1109	571	620	516	597
ADAD1	0	0	0	0
IL2	0	0	0	0
IL21	0	0	0	0
IL21-AS1	0	2	0	1
CETN4P	1	3	5	4
BBS12	31	26	26	33
FGF2	0	4	0	0
NUDT6	39	36	17	22
SPATA5	86	75	35	48
SPRY1	45	49	49	50
LINC01091	0	0	0	0
LOC101927087	0	0	0	0
ANKRD50	116	114	78	96
FAT4	0	0	1	2
MIR2054	0	0	0	0
INTU	81	116	99	97
SLC25A31	0	0	1	0
HSPA4L	158	153	150	153
PLK4	106	118	37	46
MFSD8	89	97	92	116
C4orf29	65	69	52	73
LARP1B	225	220	255	224
PGRMC2	568	637	811	802
LOC100507487	18	22	13	32
JADE1	268	256	268	292
SCLT1	69	80	48	51
C4orf33	58	66	82	81
LOC101927282	13	17	11	11
LOC101927305	0	1	2	2
LINC01256	0	0	0	0
LOC101927359	0	0	0	0
PCDH10	2	0	0	0
PABPC4L	0	0	0	0
LINC00613	0	0	0	0
PCDH18	0	0	0	0
LINC00616	0	0	0	1
SLC7A11-AS1	6	3	7	0
SLC7A11	1208	1285	855	871
LINC00499	0	0	0	0
NOCT	119	100	54	71
ELF2	254	298	243	238
MGARP	0	3	0	0
NDUFC1	321	312	314	317
NAA15	695	807	493	537
RAB33B	126	136	114	115
SETD7	2789	2985	3232	3200
MGST2	369	392	423	474
MAML3	406	442	416	441
SCOC	1440	1584	1667	1741
SCOC-AS1	3	5	3	1
CLGN	710	734	1088	1083
MGAT4D	0	0	0	0
ELMOD2	527	557	589	601
UCP1	0	0	0	0
TBC1D9	678	706	612	627
TNRC18P1	0	0	4	6
RNF150	36	38	19	27
ZNF330	180	164	177	193
LOC100507639	0	0	0	0
IL15	0	0	0	3
INPP4B	234	275	298	296
USP38	366	397	304	329
GAB1	69	71	45	73
MIR3139	0	0	0	0
SMARCA5	811	863	606	611
SMARCA5-AS1	0	0	0	0
GUSBP5	0	0	0	0
FREM3	1	0	0	0
GYPE	0	0	0	0
LOC101927636	0	0	0	0
GYPB	0	0	0	0
GYPA	0	0	0	0
HHIP-AS1	0	0	1	0
HHIP	0	0	0	0
ANAPC10	40	32	31	29
ABCE1	786	814	557	564
OTUD4	301	299	247	237
SMAD1	135	124	93	107
SMAD1-AS2	0	0	0	0
SMAD1-AS1	0	0	0	0
MMAA	245	259	258	295
C4orf51	0	0	0	0
ZNF827	415	461	330	281
LINC01095	0	2	0	1
LSM6	95	107	43	40
SLC10A7	366	382	592	640
MIR7849	0	0	0	0
POU4F2	0	0	1	3
TTC29	13	8	10	13
MIR548G	0	0	0	0
EDNRA	1	0	0	2
TMEM184C	489	554	444	469
PRMT9	156	157	123	136
ARHGAP10	176	148	98	72
MIR4799	0	0	0	0
NR3C2	124	99	112	95
LOC101927849	0	0	1	0
DCLK2	63	80	59	31
LRBA	2319	2483	2535	2579
MAB21L2	0	0	0	1
RPS3A	192	186	148	163
SNORD73A	0	0	0	0
SH3D19	830	866	1065	1077
PRSS48	0	0	0	0
FAM160A1	162	156	193	189
GATB	140	171	119	134
LOC100996286	0	0	1	0
FBXW7	110	153	92	86
DEAR	0	0	0	0
MIR3140	0	0	0	0
DKFZP434I0714	77	93	43	72
MIR4453	0	0	0	0
TMEM154	36	33	31	27
TIGD4	5	7	2	6
ARFIP1	517	490	440	500
FHDC1	418	461	344	313
TRIM2	91	84	42	45
ANXA2P1	0	0	0	1
MND1	39	49	12	23
KIAA0922	125	147	87	77
TLR2	2	0	3	3
RNF175	0	0	0	0
SFRP2	0	0	1	2
DCHS2	0	0	0	0
PLRG1	376	371	295	331
FGB	2	3	2	3
FGA	0	0	1	0
FGG	0	0	2	0
LRAT	2	0	1	2
RBM46	3	0	0	0
NPY2R	0	0	0	0
MAP9	1421	1467	806	839
LOC102724776	0	2	0	0
GUCY1A3	2648	2966	2690	2762
GUCY1B3	26	24	18	14
ASIC5	0	0	0	0
TDO2	2	2	0	0
CTSO	110	149	117	134
PDGFC	4	0	0	5
GLRB	0	1	0	0
GRIA2	0	1	0	0
LOC340017	0	0	0	0
FAM198B	806	886	1126	1164
TMEM144	207	205	256	278
RXFP1	1	1	0	0
C4orf46	104	94	36	32
ETFDH	249	261	357	389
PPID	360	416	302	316
FNIP2	340	349	337	381
C4orf45	0	1	0	0
MIR3688-1	0	0	0	0
MIR3688-2	0	0	0	0
RAPGEF2	314	319	365	340
FSTL5	2	8	3	5
LOC101928052	0	0	0	0
NAF1	128	166	120	98
NPY1R	4	6	4	3
NPY5R	0	0	0	0
TKTL2	0	0	1	0
TMA16	167	186	116	128
MARCH1	51	53	41	52
ANP32C	0	1	0	2
LINC01207	8	4	9	13
APELA	0	0	1	0
TRIM61	0	0	0	0
FAM218A	32	55	33	18
TRIM60	0	0	0	0
TMEM192	463	505	580	568
KLHL2	103	114	131	123
GK3P	1	0	0	0
MSMO1	664	694	856	909
CPE	560	617	823	947
MIR578	0	1	0	0
LINC01179	0	0	0	0
LOC101928131	0	0	0	0
TLL1	3	10	3	2
SPOCK3	0	0	0	0
ANXA10	1	0	0	0
DDX60	79	58	82	107
DDX60L	11	10	9	11
PALLD	428	432	198	246
CBR4	185	166	72	121
SH3RF1	289	355	182	168
NEK1	192	178	149	156
CLCN3	2087	2319	2674	2684
C4orf27	102	143	86	81
LOC100506085	0	1	0	0
MFAP3L	116	127	131	131
AADAT	496	506	225	214
LINC01612	0	0	2	0
LOC100506122	0	0	1	0
MIR6082	0	0	0	0
GALNTL6	1	1	4	10
LOC101928314	0	0	0	0
GALNT7	961	987	1722	1844
MIR548T	0	0	0	0
HMGB2	644	759	300	284
SAP30	98	108	58	75
SCRG1	2	2	0	2
HAND2	0	0	0	0
HAND2-AS1	0	0	0	0
LOC101928509	0	0	0	0
FBXO8	141	162	169	216
CEP44	244	254	185	213
MIR4276	0	0	0	0
HPGD	522	535	1104	1135
GLRA3	3	0	1	1
LOC101928551	0	0	0	0
ADAM29	0	0	0	0
GPM6A	1	2	4	1
LOC101928590	0	0	0	0
WDR17	1	3	1	1
SPATA4	3	4	5	0
ASB5	1	4	6	3
SPCS3	1465	1667	1264	1291
VEGFC	0	0	1	0
NEIL3	44	51	12	14
AGA	161	191	176	215
LINC01098	0	0	2	0
LINC01099	0	0	0	0
LINC00290	0	0	0	0
LOC90768	1	0	0	0
MIR1305	0	0	0	0
TENM3	0	0	1	1
DCTD	512	611	508	485
FAM92A1P2	0	0	0	0
WWC2-AS2	1	0	0	0
WWC2	16	24	20	26
WWC2-AS1	0	0	0	0
CLDN22	0	0	0	0
CLDN24	0	0	0	0
CDKN2AIP	144	167	109	95
LOC389247	1	5	8	6
ING2	53	81	60	51
RWDD4	59	59	55	46
TRAPPC11	418	458	392	408
STOX2	22	21	18	25
ENPP6	0	1	0	1
LOC728175	1	0	1	2
LOC102723766	0	0	0	0
IRF2	112	124	96	87
LVCAT8	0	4	1	4
CASP3	269	319	216	196
PRIMPOL	107	135	88	90
CENPU	308	356	132	135
ACSL1	2556	2829	6082	6355
SLED1	5	7	7	2
LOC731424	3	0	0	0
MIR3945	0	0	0	0
LINC01093	0	5	4	0
MIR4455	0	0	0	0
HELT	0	1	0	0
SLC25A4	597	624	881	890
CFAP97	1084	1117	970	969
SNX25	569	604	988	1028
LRP2BP	47	48	52	57
ANKRD37	123	122	517	520
UFSP2	159	130	148	194
C4orf47	17	7	11	18
CCDC110	37	48	71	44
PDLIM3	1	2	2	0
SORBS2	122	95	158	153
TLR3	1	14	8	7
FAM149A	4	9	6	9
FLJ38576	9	8	11	9
CYP4V2	185	183	208	255
KLKB1	8	7	3	6
F11	0	0	0	0
F11-AS1	0	0	0	0
MTNR1A	0	0	0	0
FAT1	1400	1626	512	506
LOC339975	0	0	0	0
LOC100506272	0	0	0	0
ZFP42	0	1	0	0
TRIML2	1	0	0	0
TRIML1	0	0	0	0
LINC01060	4	5	4	0
LINC01262	0	0	0	0
FRG1	67	57	55	67
FRG2	0	0	0	0
DBET	0	0	1	0
DUX4	0	0	0	2
ANKRD20A12P	31	24	17	22
PLEKHG4B	0	2	0	2
LRRC14B	1	0	1	1
CCDC127	130	143	139	123
SDHA	591	624	704	575
HRAT5	3	0	1	0
PDCD6	531	561	509	480
AHRR	10	16	5	10
EXOC3-AS1	171	128	100	124
EXOC3	287	350	304	314
PP7080	177	239	184	213
SLC9A3	17	20	21	16
LOC100288152	36	37	36	28
MIR4456	0	0	0	0
LOC100996325	0	1	5	1
CEP72	43	45	22	18
TPPP	56	56	52	66
ZDHHC11	34	29	22	33
BRD9	267	320	259	272
TRIP13	214	233	123	147
LOC100506688	3	8	4	2
NKD2	27	22	16	21
SLC12A7	1020	1228	995	1064
MIR4635	0	1	0	0
CTD-3080P12.3	0	0	0	0
SLC6A19	0	0	3	0
SLC6A18	0	0	0	0
TERT	19	20	10	8
MIR4457	0	0	0	0
CLPTM1L	1139	1189	1207	1237
LINC01511	2	4	2	1
SLC6A3	12	13	14	22
LPCAT1	1288	1477	1249	1408
MIR6075	0	0	0	1
SDHAP3	42	49	48	32
LOC728613	38	44	36	45
MIR4277	0	0	0	0
MRPL36	145	160	125	152
NDUFS6	413	431	407	437
LOC101929034	0	0	0	0
IRX4	96	124	144	96
CTD-2194D22.4	1	1	1	0
LOC100506858	0	0	0	1
IRX2	20	34	16	25
C5orf38	36	52	85	71
LINC01377	0	0	0	0
LINC01019	0	1	2	3
LINC01017	0	0	0	0
IRX1	0	0	0	0
LOC101929153	0	0	0	0
LINC01020	0	0	0	0
CTD-2297D10.2	0	0	0	0
ADAMTS16	1	0	0	0
ICE1	444	514	345	280
FLJ33360	0	3	0	0
MED10	143	167	141	127
UBE2QL1	0	2	1	1
LINC01018	0	0	1	2
NSUN2	1009	1064	791	859
SRD5A1	211	208	277	344
LOC100505625	2	1	2	2
PAPD7	303	285	215	237
MIR4278	0	0	0	0
LOC442132	0	0	0	2
ADCY2	0	0	0	1
C5orf49	0	0	0	0
FASTKD3	75	92	68	69
MTRR	229	236	228	213
LOC729506	0	0	1	0
MIR4458HG	62	69	48	64
MIR4458	0	0	0	0
LOC101929284	0	0	0	0
SEMA5A	1	0	0	1
MIR4636	0	0	0	0
CTD-2201E9.1	0	0	0	0
SNHG18	0	0	0	0
SNORD123	0	0	0	0
TAS2R1	0	0	0	0
LOC285692	0	0	0	0
FAM173B	232	203	179	166
CCT5	1939	2227	1267	1276
CMBL	661	665	510	496
MARCH6	1673	1872	1820	1830
ROPN1L-AS1	1	1	1	0
ROPN1L	5	12	9	14
MIR6131	0	0	0	0
LOC101929412	0	0	0	0
ANKRD33B	0	5	0	1
DAP	1138	1292	1482	1414
CTNND2	0	1	1	1
LINC01194	6	8	6	9
DNAH5	270	300	329	352
TRIO	817	921	729	805
FAM105A	831	873	1830	1912
OTULIN	607	725	762	830
ANKH	2163	2325	3187	3050
LOC100130744	128	146	165	169
MIR4637	0	0	0	0
LOC101929454	0	0	0	0
FBXL7	7	8	4	2
CTD-2350J17.1	0	0	0	0
MIR887	0	0	0	1
MARCH11	3	2	0	3
LOC101929505	2	1	0	0
ZNF622	419	401	398	390
FAM134B	212	226	318	326
LOC101929524	5	6	5	6
MYO10	381	429	387	373
LOC285696	1	0	0	0
BASP1	2	5	4	1
LOC401177	0	0	0	0
CDH18	3	0	1	1
GUSBP1	72	87	39	32
CDH12	1	2	0	1
PMCHL1	0	0	0	0
PRDM9	0	0	0	0
C5orf17	0	0	0	0
CDH10	0	0	0	1
LOC340107	0	0	0	0
CDH9	1	0	1	0
LINC01021	10	21	12	6
LSP1P3	0	0	0	0
LOC101929645	0	0	0	0
LOC101929660	0	1	0	0
LOC101929681	0	0	0	0
CDH6	5	4	1	2
DROSHA	615	705	442	483
C5orf22	409	407	320	391
PDZD2	22	33	19	12
MIR4279	0	0	0	0
GOLPH3	1696	1773	1820	1966
MTMR12	739	835	653	652
ZFR	973	1166	885	850
MIR579	0	0	0	0
SUB1	922	1001	713	719
NPR3	2	0	0	2
LOC340113	0	0	0	0
TARS	2458	2617	2091	2236
ADAMTS12	0	0	0	0
RXFP3	12	16	11	13
SLC45A2	33	25	150	147
AMACR	338	359	814	766
C1QTNF3-AMACR	4	0	3	3
C1QTNF3	28	31	179	175
RAI14	218	213	125	150
TTC23L	3	4	5	6
RAD1	237	242	181	184
BRIX1	358	306	195	230
DNAJC21	326	369	294	300
AGXT2	0	0	0	0
PRLR	6	3	3	13
SPEF2	21	16	23	28
IL7R	1	0	0	0
CAPSL	0	1	0	2
LOC100506406	0	0	0	0
UGT3A1	0	0	0	0
UGT3A2	0	0	0	1
LMBRD2	257	226	288	305
MIR580	0	0	0	0
SKP2	200	262	111	125
NADK2	441	512	530	588
RANBP3L	41	52	49	59
SLC1A3	10	9	9	5
NIPBL-AS1	156	146	148	156
NIPBL	597	660	556	550
C5orf42	61	49	56	58
NUP155	593	616	366	413
WDR70	199	237	150	171
GDNF	1	1	2	4
GDNF-AS1	2	3	10	4
EGFLAM	2	1	0	1
EGFLAM-AS4	1	0	0	0
EGFLAM-AS2	0	0	0	0
LIFR	3918	4197	5599	5812
LIFR-AS1	95	86	109	102
MIR3650	0	0	0	0
OSMR-AS1	0	0	1	0
LINC01265	0	0	0	0
OSMR	41	42	46	41
RICTOR	232	287	234	276
FYB	0	0	0	0
C9	0	0	0	0
DAB2	0	1	1	2
LOC101926940	0	0	0	0
LINC00603	0	0	0	0
PTGER4	179	192	121	130
TTC33	108	112	150	160
PRKAA1	1392	1561	1905	1847
LOC100506548	332	355	348	361
RPL37	2705	2909	2885	2948
SNORD72	0	2	2	0
CARD6	4	7	7	9
C7	0	0	0	0
MROH2B	0	0	1	0
C6	1	0	0	0
PLCXD3	2	7	0	2
OXCT1	803	916	825	967
OXCT1-AS1	2	2	4	5
C5orf51	528	567	414	433
FBXO4	71	70	55	67
LOC101926960	0	0	0	0
GHR	301	340	423	419
CCDC152	10	7	14	9
SEPP1	908	988	1160	1252
FLJ32255	0	0	0	0
LOC648987	34	47	31	36
ANXA2R	5	1	0	2
LOC153684	4	5	0	0
LOC100132356	23	20	26	18
LOC100506639	26	28	23	26
ZNF131	249	246	184	179
NIM1K	11	3	12	13
HMGCS1	1179	1373	2065	2031
CCL28	0	0	1	1
C5orf28	122	154	133	119
C5orf34	36	43	25	21
PAIP1	299	329	218	208
NNT-AS1	0	0	0	0
NNT	39	28	6	8
FGF10	0	0	0	0
FGF10-AS1	0	0	0	0
BRCAT107	0	0	0	0
BRCAT54	2	1	0	2
MRPS30	338	369	270	275
HCN1	0	0	0	0
EMB	246	280	216	252
PARP8	40	39	40	47
LOC100287592	0	0	0	0
LOC642366	0	1	0	0
ISL1	2	0	0	0
PELO	390	424	391	406
ITGA1	17	20	20	21
ITGA2	62	75	131	108
MOCS2	331	346	380	387
LOC257396	68	54	61	53
FST	0	0	0	0
NDUFS4	246	228	251	247
ARL15	38	46	40	42
MIR581	0	0	0	0
LINC01033	0	0	0	0
HSPB3	0	0	0	0
SNX18	224	247	234	238
LOC102467080	0	1	0	0
ESM1	0	0	0	0
LOC102467081	0	0	0	0
GZMK	0	0	0	0
GZMA	0	0	0	0
CDC20B	0	0	1	0
GPX8	60	63	75	72
MIR449A	0	0	0	0
MIR449B	0	0	0	0
MIR449C	0	0	0	0
MCIDAS	0	1	2	1
CCNO	5	3	2	4
DHX29	469	522	401	411
SKIV2L2	508	513	436	435
PPAP2A	2926	3200	3016	2961
MIR5687	0	0	1	0
RNF138P1	28	24	31	14
SLC38A9	100	127	109	108
DDX4	0	1	0	4
IL31RA	0	3	1	1
IL6ST	834	891	887	893
FLJ31104	4	5	6	4
ANKRD55	2	1	0	0
LOC102467147	0	0	0	1
C5orf67	0	0	0	0
MAP3K1	154	145	123	145
SETD9	31	32	28	41
MIER3	315	345	261	238
GPBP1	747	685	555	634
ACTBL2	0	0	0	0
LINCR-0003	0	0	0	0
LOC101928505	0	0	2	1
LOC101928539	0	1	0	0
LOC101928569	1	1	0	0
PLK2	656	702	329	365
GAPT	0	0	0	0
MIR548AE2	0	0	0	0
LOC101928600	0	0	0	0
RAB3C	0	0	0	0
PDE4D	45	52	103	83
MIR582	0	0	0	0
PART1	151	160	336	398
DEPDC1B	141	172	49	51
ELOVL7	1424	1471	1278	1315
ERCC8	65	55	45	48
NDUFAF2	76	84	59	60
SMIM15	667	705	575	615
CTC-436P18.1	0	0	0	0
ZSWIM6	210	204	121	133
C5orf64	0	0	0	1
LOC101928651	0	0	0	0
LOC100506526	0	0	0	0
KIF2A	382	334	278	245
DIMT1	282	271	248	231
IPO11	203	221	178	182
IPO11-LRRC70	0	0	0	0
LRRC70	4	2	7	5
HTR1A	0	0	0	0
RNF180	17	7	23	26
RGS7BP	1	0	0	1
FAM159B	0	0	0	0
SREK1IP1	175	165	163	177
CWC27	135	141	101	109
ADAMTS6	3	2	0	2
CENPK	61	73	28	25
PPWD1	154	196	146	134
TRIM23	299	289	294	305
TRAPPC13	254	231	233	219
SGTB	116	132	115	114
NLN	605	649	456	482
ERBB2IP	1377	1449	1726	1812
LOC100303749	0	0	0	0
SREK1	961	1015	914	894
LOC101928769	0	0	0	0
MAST4	357	403	233	278
LOC101928794	13	14	4	13
CD180	0	0	0	1
LOC101928858	0	2	0	0
LOC102467655	0	0	0	0
PIK3R1	865	951	326	341
LOC101928885	3	10	6	1
SLC30A5	829	885	874	954
CCNB1	709	760	313	325
CENPH	141	161	68	92
MRPS36	90	94	77	70
CDK7	166	196	120	151
CCDC125	463	431	559	593
AK6	120	153	99	112
TAF9	520	606	458	517
RAD17	246	288	235	235
MARVELD2	429	505	422	432
OCLN	194	172	162	150
GTF2H2B	18	18	14	9
GTF2H2C	1	0	0	2
GTF2H2C_2	4	10	2	0
LOC100272216	0	1	1	0
GUSBP3	0	0	0	0
SMA4	24	36	17	17
SERF1A	0	0	0	0
SERF1B	0	0	0	0
SMN2	0	0	0	0
SMN1	0	0	0	0
GTF2H2	0	0	0	0
SMA5	0	0	0	0
LOC441081	2	0	1	6
GUSBP9	0	0	2	0
NAIP	18	23	8	18
LOC647859	2	1	3	1
PMCHL2	1	0	1	1
BDP1	2742	3013	3162	3238
MCCC2	2109	2315	3999	4091
CARTPT	7	10	14	20
MAP1B	1474	1627	1153	1275
MIR4803	0	0	0	0
MRPS27	889	980	772	808
PTCD2	195	187	116	153
ZNF366	0	0	0	0
LOC102503427	0	0	0	0
LOC102477328	0	0	0	0
TNPO1	1608	1721	1453	1504
MIR4804	0	0	0	0
FCHO2	249	280	237	258
TMEM171	1	2	1	2
TMEM174	0	0	0	0
FOXD1	33	27	66	65
LINC01386	0	0	0	0
BTF3	2227	2413	1997	1986
ANKRA2	242	234	364	314
UTP15	289	319	231	260
ARHGEF28	13	7	11	11
LINC01335	0	0	0	0
LINC01333	0	0	0	0
LINC01331	0	0	0	0
ENC1	326	379	485	530
HEXB	808	804	946	1022
GFM2	602	616	613	605
NSA2	408	447	346	346
FAM169A	114	103	108	121
GCNT4	4	1	0	0
LINC01336	0	0	0	1
ANKRD31	1	4	1	2
HMGCR	2171	2337	1996	2008
COL4A3BP	894	980	1340	1372
POLK	340	332	396	413
ANKDD1B	0	0	2	3
POC5	119	128	74	68
SV2C	24	43	16	25
IQGAP2	596	576	579	585
F2RL2	1	0	0	1
NCRUPAR	0	0	0	0
F2R	130	140	73	95
F2RL1	540	636	351	319
S100Z	0	0	0	0
CRHBP	0	0	0	0
AGGF1	601	635	562	613
ZBED3	112	114	118	112
SNORA47	0	0	0	0
ZBED3-AS1	18	19	12	19
PDE8B	33	19	23	28
WDR41	402	478	382	437
OTP	0	0	0	0
TBCA	691	783	554	594
LOC101929154	0	0	0	0
AP3B1	253	251	242	239
SCAMP1-AS1	56	78	74	88
SCAMP1	1262	1371	1267	1298
LHFPL2	32	31	35	23
ARSB	90	109	75	84
DMGDH	32	28	35	37
BHMT2	0	0	1	1
BHMT	4	7	12	5
JMY	477	492	507	515
HOMER1	300	315	341	361
PAPD4	323	346	312	297
CMYA5	9	19	10	12
LINC01455	0	0	0	0
MTX3	459	471	396	445
THBS4	15	17	21	18
CTD-2201I18.1	0	2	4	1
SERINC5	2861	3083	2371	2432
LOC644936	2	0	0	0
SPZ1	0	0	0	0
CRSP8P	0	0	1	0
ZFYVE16	761	879	669	713
FAM151B	32	46	38	43
ANKRD34B	1	1	1	0
LINC01337	0	0	0	0
DHFR	202	226	125	114
MTRNR2L2	12	12	7	12
MSH3	202	200	175	155
RASGRF2-AS1	0	0	0	0
RASGRF2	10	11	15	8
CKMT2	5	5	6	6
CKMT2-AS1	56	62	54	71
ZCCHC9	245	238	215	239
ACOT12	2	1	0	0
SSBP2	91	104	84	121
ATG10	101	81	83	82
RPS23	2595	2820	2396	2551
ATP6AP1L	35	38	53	42
MIR3977	0	0	0	0
LINC01338	0	0	0	0
TMEM167A	852	858	856	935
SCARNA18	0	0	0	0
XRCC4	39	47	35	27
VCAN	0	0	0	0
HAPLN1	1	1	1	1
EDIL3	0	0	0	0
NBPF22P	0	0	0	0
COX7C	1683	1774	1478	1594
MIR3607	0	1	1	0
LOC100505878	0	0	0	0
MIR4280	0	0	0	0
LOC101929380	0	0	0	0
LOC55338	0	0	0	0
RASA1	444	473	382	368
LOC644285	7	3	6	10
CCNH	464	509	396	403
TMEM161B	237	197	198	210
TMEM161B-AS1	38	44	44	42
LOC102546226	0	0	1	0
LINC00461	0	1	0	0
MIR9-2	0	0	0	0
MEF2C	0	1	0	0
MEF2C-AS1	0	0	0	0
MIR3660	0	0	0	0
LINC01339	0	0	0	0
CETN3	188	236	138	137
LOC731157	0	1	2	1
MBLAC2	262	249	175	192
POLR3G	58	55	38	28
LYSMD3	354	356	304	300
ADGRV1	116	136	126	143
LUCAT1	1	0	1	3
ARRDC3	1121	1077	893	943
ARRDC3-AS1	18	19	15	14
NR2F1-AS1	1	2	3	2
NR2F1	5	5	4	5
FAM172A	290	273	273	273
